Service Year,OMH Region Code,OMH Region Label,County Label,Age Group,Rate Code Group,Medicaid Enrollee Count by County,Count of Recipients by Rate Code Group and County,Units Total,Paid Claim Total
2018,1,Western NY,Orleans,Child,OMH Licensed Clinic Treatment,3805,458,3709,555115
2018,1,Western NY,Orleans,Child,OMH/OASAS Certified Community Behavioral Health Clinics,3805,0,0,0
2018,1,Western NY,Orleans,Child,Psych Inpatient 28,3805,0,0,0
2018,1,Western NY,Orleans,Child,Psych Inpatient 31,3805,0,0,0
2018,1,Western NY,Orleans,Child,Psych Inpatient SPC,3805,0,0,0
2018,1,Western NY,Orleans,Child,Residential Treatment Facility,3805,0,0,0
2018,1,Western NY,Orleans,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",935,0,0,0
2018,1,Western NY,Orleans,Senior,MH Emergency,935,0,0,0
2018,1,Western NY,Orleans,Senior,OMH Licensed Clinic Treatment,935,26,167,17659
2018,1,Western NY,Schuyler,Adult,Assertive Community Treatment,2451,0,0,0
2018,1,Western NY,Schuyler,Adult,Community Residence,2451,0,0,0
2018,1,Western NY,Schuyler,Adult,MH Emergency,2451,74,105,19136
2018,1,Western NY,Schuyler,Adult,OMH Licensed Clinic Treatment,2451,204,1672,187775
2018,1,Western NY,Schuyler,Adult,Partial Hospitalization,2451,0,0,0
2018,1,Western NY,Schuyler,Adult,Personalized Recovery Oriented Services,2451,0,0,0
2018,1,Western NY,Schuyler,Adult,Psych Inpatient 28,2451,40,367,254004
2018,1,Western NY,Schuyler,Adult,Psych Inpatient 31,2451,0,0,0
2018,1,Western NY,Schuyler,Child,Community Residence,1665,0,0,0
2018,1,Western NY,Schuyler,Child,Home and Community Based Services Waiver (HCBS),1665,0,0,0
2018,1,Western NY,Schuyler,Child,MH Emergency,1665,44,64,11236
2018,1,Western NY,Schuyler,Child,OMH Children's Day Treatment,1665,0,0,0
2018,1,Western NY,Schuyler,Child,OMH Licensed Clinic Treatment,1665,107,846,111553
2018,1,Western NY,Schuyler,Child,OMH/OASAS Certified Community Behavioral Health Clinics,1665,0,0,0
2018,1,Western NY,Schuyler,Child,Psych Inpatient 28,1665,0,0,0
2018,1,Western NY,Schuyler,Child,Psych Inpatient SPC,1665,0,0,0
2018,1,Western NY,Schuyler,Senior,MH Emergency,573,0,0,0
2018,1,Western NY,Schuyler,Senior,OMH Licensed Clinic Treatment,573,21,131,12167
2018,1,Western NY,Schuyler,Senior,Psych Inpatient 28,573,0,0,0
2018,1,Western NY,Schuyler,Senior,Psych Inpatient SPC,573,0,0,0
2018,1,Western NY,Seneca,Adult,Assertive Community Treatment,4044,0,0,0
2018,1,Western NY,Seneca,Adult,Community Residence,4044,30,237,655311
2018,1,Western NY,Seneca,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",4044,0,0,0
2018,1,Western NY,Seneca,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",4044,73,101,61960
2018,1,Western NY,Seneca,Adult,MH Emergency,4044,94,125,14554
2018,1,Western NY,Seneca,Adult,OMH Licensed Clinic Treatment,4044,672,6784,901760
2018,1,Western NY,Seneca,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,4044,0,0,0
2018,1,Western NY,Seneca,Adult,Partial Hospitalization,4044,0,0,0
2018,1,Western NY,Seneca,Adult,Personalized Recovery Oriented Services,4044,0,0,0
2018,1,Western NY,Seneca,Adult,Psych Inpatient 28,4044,47,380,155529
2018,1,Western NY,Seneca,Child,Community Residence,2867,0,0,0
2018,1,Western NY,Seneca,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",2867,43,62,47012
2018,1,Western NY,Seneca,Child,Home and Community Based Services Waiver (HCBS),2867,22,111,204259
2018,1,Western NY,Seneca,Child,MH Emergency,2867,52,66,9857
2018,1,Western NY,Seneca,Child,OMH Children's Day Treatment,2867,0,0,0
2018,1,Western NY,Seneca,Child,OMH Licensed Clinic Treatment,2867,345,3743,542040
2018,1,Western NY,Seneca,Child,OMH/OASAS Certified Community Behavioral Health Clinics,2867,0,0,0
2018,1,Western NY,Seneca,Child,Psych Inpatient 28,2867,0,0,0
2018,1,Western NY,Seneca,Child,Residential Treatment Facility,2867,0,0,0
2018,1,Western NY,Seneca,Senior,Assertive Community Treatment,670,0,0,0
2018,1,Western NY,Seneca,Senior,Community Residence,670,0,0,0
2018,1,Western NY,Seneca,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",670,0,0,0
2018,1,Western NY,Seneca,Senior,MH Emergency,670,0,0,0
2018,1,Western NY,Seneca,Senior,OMH Licensed Clinic Treatment,670,24,252,22584
2018,1,Western NY,Seneca,Senior,Psych Inpatient 28,670,0,0,0
2018,1,Western NY,Steuben,Adult,Assertive Community Treatment,13946,20,128,139825
2018,1,Western NY,Steuben,Adult,Community Residence,13946,72,461,1099098
2018,1,Western NY,Steuben,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",13946,0,0,0
2018,1,Western NY,Steuben,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",13946,25,32,18634
2018,1,Western NY,Steuben,Adult,MH Emergency,13946,467,838,135469
2018,1,Western NY,Steuben,Adult,OMH Licensed Clinic Treatment,13946,1789,12641,1900582
2018,1,Western NY,Steuben,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,13946,0,0,0
2018,1,Western NY,Steuben,Adult,Partial Hospitalization,13946,0,0,0
2018,1,Western NY,Steuben,Adult,Personalized Recovery Oriented Services,13946,88,499,268600
2018,1,Western NY,Steuben,Adult,Psych Inpatient 28,13946,169,1725,1066385
2018,1,Western NY,Steuben,Child,Community Residence,9215,23,121,763312
2018,1,Western NY,Steuben,Child,"Comprehensive Psychiatric Emergency Program
 EOB",9215,0,0,0
2018,1,Western NY,Steuben,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",9215,0,0,0
2018,1,Western NY,Steuben,Child,Home and Community Based Services Waiver (HCBS),9215,35,184,367180
2018,1,Western NY,Steuben,Child,MH Emergency,9215,236,453,73030
2018,1,Western NY,Steuben,Child,OMH Children's Day Treatment,9215,21,1240,428943
2018,1,Western NY,Steuben,Child,OMH Licensed Clinic Treatment,9215,978,7811,1315376
2018,1,Western NY,Steuben,Child,OMH/OASAS Certified Community Behavioral Health Clinics,9215,0,0,0
2018,1,Western NY,Steuben,Child,Partial Hospitalization,9215,0,0,0
2018,1,Western NY,Steuben,Child,Psych Inpatient 28,9215,42,378,270924
2018,1,Western NY,Steuben,Child,Psych Inpatient 31,9215,0,0,0
2018,1,Western NY,Steuben,Child,Psych Inpatient SPC,9215,0,0,0
2018,1,Western NY,Steuben,Child,Residential Treatment Facility,9215,0,0,0
2018,1,Western NY,Steuben,Senior,Community Residence,2541,0,0,0
2018,1,Western NY,Steuben,Senior,MH Emergency,2541,20,52,782
2018,1,Western NY,Steuben,Senior,OMH Licensed Clinic Treatment,2541,51,315,28878
2018,1,Western NY,Steuben,Senior,Personalized Recovery Oriented Services,2541,0,0,0
2018,1,Western NY,Steuben,Senior,Psych Inpatient 28,2541,0,0,0
2018,1,Western NY,Tioga,Adult,Assertive Community Treatment,5668,0,0,0
2018,1,Western NY,Tioga,Adult,Community Residence,5668,25,192,549848
2018,1,Western NY,Tioga,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",5668,55,68,28466
2018,1,Western NY,Tioga,Adult,MH Emergency,5668,136,192,34981
2018,1,Western NY,Tioga,Adult,OMH Licensed Clinic Treatment,5668,583,6262,872353
2018,1,Western NY,Tioga,Adult,Personalized Recovery Oriented Services,5668,0,0,0
2018,1,Western NY,Tioga,Adult,Psych Inpatient 28,5668,62,722,418032
2018,1,Western NY,Tioga,Child,Community Residence,4333,0,0,0
2018,1,Western NY,Tioga,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",4333,50,79,29948
2018,1,Western NY,Tioga,Child,Home and Community Based Services Waiver (HCBS),4333,0,0,0
2018,1,Western NY,Tioga,Child,MH Emergency,4333,65,117,21669
2018,1,Western NY,Tioga,Child,OMH Children's Day Treatment,4333,25,1213,235182
2018,1,Western NY,Tioga,Child,OMH Licensed Clinic Treatment,4333,298,2906,443882
2018,1,Western NY,Tioga,Child,Psych Inpatient 28,4333,0,0,0
2018,1,Western NY,Tioga,Child,Psych Inpatient 31,4333,0,0,0
2018,1,Western NY,Tioga,Child,Psych Inpatient SPC,4333,0,0,0
2018,1,Western NY,Tioga,Senior,Community Residence,1093,0,0,0
2018,1,Western NY,Tioga,Senior,MH Emergency,1093,0,0,0
2018,1,Western NY,Tioga,Senior,OMH Licensed Clinic Treatment,1093,24,285,29877
2018,1,Western NY,Tioga,Senior,Psych Inpatient 28,1093,0,0,0
2018,1,Western NY,Tompkins,Adult,Assertive Community Treatment,8923,38,307,426927
2018,1,Western NY,Tompkins,Adult,Community Residence,8923,66,548,1469336
2018,1,Western NY,Tompkins,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",8923,0,0,0
2018,1,Western NY,Tompkins,Adult,MH Emergency,8923,383,642,100228
2018,1,Western NY,Tompkins,Adult,OMH Licensed Clinic Treatment,8923,1706,19505,2436529
2018,1,Western NY,Tompkins,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,8923,0,0,0
2018,1,Western NY,Tompkins,Adult,Partial Hospitalization,8923,0,0,0
2018,1,Western NY,Tompkins,Adult,Personalized Recovery Oriented Services,8923,132,591,319080
2018,1,Western NY,Tompkins,Adult,Psych Inpatient 28,8923,195,2013,1135423
2018,1,Western NY,Tompkins,Child,Community Residence,5840,0,0,0
2018,1,Western NY,Tompkins,Child,"Comprehensive Psychiatric Emergency Program
 EOB",5840,0,0,0
2018,1,Western NY,Tompkins,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",5840,0,0,0
2018,1,Western NY,Tompkins,Child,Home and Community Based Services Waiver (HCBS),5840,23,138,226012
2018,1,Western NY,Tompkins,Child,MH Emergency,5840,144,229,45581
2018,1,Western NY,Tompkins,Child,OMH Children's Day Treatment,5840,41,4961,521347
2018,1,Western NY,Tompkins,Child,OMH Licensed Clinic Treatment,5840,652,7633,972527
2018,1,Western NY,Tompkins,Child,OMH/OASAS Certified Community Behavioral Health Clinics,5840,0,0,0
2018,1,Western NY,Tompkins,Child,Partial Hospitalization,5840,0,0,0
2018,1,Western NY,Tompkins,Child,Psych Inpatient 28,5840,53,529,444981
2018,1,Western NY,Tompkins,Child,Psych Inpatient 31,5840,0,0,0
2018,1,Western NY,Tompkins,Child,Psych Inpatient SPC,5840,0,0,0
2018,1,Western NY,Tompkins,Child,Residential Treatment Facility,5840,0,0,0
2018,1,Western NY,Tompkins,Senior,Assertive Community Treatment,1430,0,0,0
2018,1,Western NY,Tompkins,Senior,Community Residence,1430,0,0,0
2018,1,Western NY,Tompkins,Senior,MH Emergency,1430,27,42,443
2018,1,Western NY,Tompkins,Senior,OMH Licensed Clinic Treatment,1430,88,1004,83859
2018,1,Western NY,Tompkins,Senior,Personalized Recovery Oriented Services,1430,0,0,0
2018,1,Western NY,Tompkins,Senior,Psych Inpatient 28,1430,0,0,0
2018,1,Western NY,Wayne,Adult,Assertive Community Treatment,11028,0,0,0
2018,1,Western NY,Wayne,Adult,Community Residence,11028,38,228,596016
2018,1,Western NY,Wayne,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",11028,0,0,0
2018,1,Western NY,Wayne,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",11028,115,155,114438
2018,1,Western NY,Wayne,Adult,MH Emergency,11028,347,500,93254
2018,1,Western NY,Wayne,Adult,OMH Licensed Clinic Treatment,11028,1780,16713,2038427
2018,1,Western NY,Wayne,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,11028,74,1283,245007
2018,1,Western NY,Wayne,Adult,Partial Hospitalization,11028,0,0,0
2018,1,Western NY,Wayne,Adult,Personalized Recovery Oriented Services,11028,24,94,66656
2018,1,Western NY,Wayne,Adult,Psych Inpatient 28,11028,148,1187,679504
2018,1,Western NY,Wayne,Child,Community Residence,8679,0,0,0
2018,1,Western NY,Wayne,Child,"Comprehensive Psychiatric Emergency Program
 EOB",8679,0,0,0
2018,1,Western NY,Wayne,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",8679,87,124,116303
2018,1,Western NY,Wayne,Child,Home and Community Based Services Waiver (HCBS),8679,36,173,330958
2018,1,Western NY,Wayne,Child,MH Emergency,8679,200,283,63866
2018,1,Western NY,Wayne,Child,OMH Children's Day Treatment,8679,0,0,0
2018,1,Western NY,Wayne,Child,OMH Licensed Clinic Treatment,8679,1035,10019,1428011
2018,1,Western NY,Wayne,Child,OMH/OASAS Certified Community Behavioral Health Clinics,8679,47,419,83379
2018,1,Western NY,Wayne,Child,Partial Hospitalization,8679,0,0,0
2018,1,Western NY,Wayne,Child,Psych Inpatient 28,8679,29,235,181360
2018,1,Western NY,Wayne,Child,Psych Inpatient 31,8679,0,0,0
2018,1,Western NY,Wayne,Child,Psych Inpatient SPC,8679,0,0,0
2018,1,Western NY,Wayne,Child,Residential Treatment Facility,8679,0,0,0
2018,1,Western NY,Wayne,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",1728,0,0,0
2018,1,Western NY,Wayne,Senior,MH Emergency,1728,26,35,1473
2018,1,Western NY,Wayne,Senior,OMH Licensed Clinic Treatment,1728,58,388,32361
2018,1,Western NY,Wayne,Senior,OMH/OASAS Certified Community Behavioral Health Clinics,1728,0,0,0
2018,1,Western NY,Wayne,Senior,Psych Inpatient 28,1728,0,0,0
2018,1,Western NY,Wyoming,Adult,Community Residence,4048,0,0,0
2018,1,Western NY,Wyoming,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",4048,0,0,0
2018,1,Western NY,Wyoming,Adult,Continuing Day Treatment,4048,0,0,0
2018,1,Western NY,Wyoming,Adult,MH Emergency,4048,112,166,22626
2018,1,Western NY,Wyoming,Adult,OMH Licensed Clinic Treatment,4048,452,5249,581977
2018,1,Western NY,Wyoming,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,4048,421,7608,1291734
2018,1,Western NY,Wyoming,Adult,Personalized Recovery Oriented Services,4048,24,68,47426
2018,1,Western NY,Wyoming,Adult,Psych Inpatient 28,4048,62,683,456975
2018,1,Western NY,Wyoming,Adult,Psych Inpatient 31,4048,0,0,0
2018,1,Western NY,Wyoming,Child,Community Residence,2835,0,0,0
2018,1,Western NY,Wyoming,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",2835,0,0,0
2018,1,Western NY,Wyoming,Child,Home and Community Based Services Waiver (HCBS),2835,0,0,0
2018,1,Western NY,Wyoming,Child,MH Emergency,2835,45,80,14262
2018,1,Western NY,Wyoming,Child,OMH Children's Day Treatment,2835,0,0,0
2018,1,Western NY,Wyoming,Child,OMH Licensed Clinic Treatment,2835,260,2322,279957
2018,1,Western NY,Wyoming,Child,OMH/OASAS Certified Community Behavioral Health Clinics,2835,126,1288,219177
2018,1,Western NY,Wyoming,Child,Psych Inpatient 28,2835,0,0,0
2018,1,Western NY,Wyoming,Child,Psych Inpatient 31,2835,0,0,0
2018,1,Western NY,Wyoming,Child,Psych Inpatient SPC,2835,0,0,0
2018,1,Western NY,Wyoming,Child,Residential Treatment Facility,2835,0,0,0
2018,1,Western NY,Wyoming,Senior,MH Emergency,783,0,0,0
2018,1,Western NY,Wyoming,Senior,OMH Licensed Clinic Treatment,783,0,0,0
2018,1,Western NY,Wyoming,Senior,OMH/OASAS Certified Community Behavioral Health Clinics,783,0,0,0
2018,1,Western NY,Yates,Adult,Assertive Community Treatment,2806,0,0,0
2018,1,Western NY,Yates,Adult,Community Residence,2806,0,0,0
2018,1,Western NY,Yates,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",2806,0,0,0
2018,1,Western NY,Yates,Adult,MH Emergency,2806,90,115,16488
2018,1,Western NY,Yates,Adult,OMH Licensed Clinic Treatment,2806,342,2716,300448
2018,1,Western NY,Yates,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,2806,0,0,0
2018,1,Western NY,Yates,Adult,Personalized Recovery Oriented Services,2806,0,0,0
2018,1,Western NY,Yates,Adult,Psych Inpatient 28,2806,29,246,135283
2018,1,Western NY,Yates,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",2066,0,0,0
2018,1,Western NY,Yates,Child,Home and Community Based Services Waiver (HCBS),2066,0,0,0
2018,1,Western NY,Yates,Child,MH Emergency,2066,45,57,9480
2018,1,Western NY,Yates,Child,OMH Children's Day Treatment,2066,0,0,0
2018,1,Western NY,Yates,Child,OMH Licensed Clinic Treatment,2066,225,2025,238730
2018,1,Western NY,Yates,Child,OMH/OASAS Certified Community Behavioral Health Clinics,2066,0,0,0
2018,1,Western NY,Yates,Child,Psych Inpatient 28,2066,0,0,0
2018,1,Western NY,Yates,Child,Psych Inpatient 31,2066,0,0,0
2018,1,Western NY,Yates,Child,Psych Inpatient SPC,2066,0,0,0
2018,1,Western NY,Yates,Senior,MH Emergency,559,0,0,0
2018,1,Western NY,Yates,Senior,OMH Licensed Clinic Treatment,559,0,0,0
2018,2,Central NY,Broome,Adult,Assertive Community Treatment,27412,61,492,783366
2018,2,Central NY,Broome,Adult,Community Residence,27412,56,399,1092745
2018,2,Central NY,Broome,Adult,"Comprehensive Psychiatric Emergency Program
 EOB",27412,0,0,0
2018,2,Central NY,Broome,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",27412,694,1111,354576
2018,2,Central NY,Broome,Adult,MH Emergency,27412,877,1378,200608
2018,2,Central NY,Broome,Adult,OMH Licensed Clinic Treatment,27412,3205,27447,3706301
2018,2,Central NY,Broome,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,27412,32,363,75436
2018,2,Central NY,Broome,Adult,Partial Hospitalization,27412,0,0,0
2018,2,Central NY,Broome,Adult,Personalized Recovery Oriented Services,27412,0,0,0
2018,2,Central NY,Broome,Adult,Psych Inpatient 28,27412,626,7993,3966174
2018,2,Central NY,Broome,Adult,Psych Inpatient 31,27412,0,0,0
2018,2,Central NY,Broome,Child,Community Residence,19561,0,0,0
2018,2,Central NY,Broome,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",19561,428,629,275206
2018,2,Central NY,Broome,Child,Home and Community Based Services Waiver (HCBS),19561,62,351,644110
2018,2,Central NY,Broome,Child,MH Emergency,19561,223,343,65407
2018,2,Central NY,Broome,Child,OMH Children's Day Treatment,19561,34,2911,419481
2018,2,Central NY,Broome,Child,OMH Licensed Clinic Treatment,19561,1503,14485,2483844
2018,2,Central NY,Broome,Child,OMH/OASAS Certified Community Behavioral Health Clinics,19561,0,0,0
2018,2,Central NY,Broome,Child,Psych Inpatient 28,19561,56,455,317803
2018,2,Central NY,Broome,Child,Psych Inpatient 31,19561,0,0,0
2018,2,Central NY,Broome,Child,Psych Inpatient SPC,19561,39,737,1197531
2018,2,Central NY,Broome,Child,Residential Treatment Facility,19561,0,0,0
2018,2,Central NY,Broome,Senior,Assertive Community Treatment,4842,0,0,0
2018,2,Central NY,Broome,Senior,Community Residence,4842,0,0,0
2018,2,Central NY,Broome,Senior,"Comprehensive Psychiatric Emergency Program
Non-EOB",4842,20,35,3648
2018,2,Central NY,Broome,Senior,MH Emergency,4842,43,63,1536
2018,2,Central NY,Broome,Senior,OMH Licensed Clinic Treatment,4842,141,1117,124510
2018,2,Central NY,Broome,Senior,Personalized Recovery Oriented Services,4842,0,0,0
2018,2,Central NY,Broome,Senior,Psych Inpatient 28,4842,21,537,94362
2018,2,Central NY,Broome,Senior,Psych Inpatient SPC,4842,0,0,0
2018,2,Central NY,Cayuga,Adult,Community Residence,9693,61,450,974140
2018,2,Central NY,Cayuga,Adult,"Comprehensive Psychiatric Emergency Program
Non-EOB",9693,39,45,23842
2018,2,Central NY,Cayuga,Adult,MH Emergency,9693,497,959,156803
2018,2,Central NY,Cayuga,Adult,OMH Licensed Clinic Treatment,9693,1529,13920,2043453
2018,2,Central NY,Cayuga,Adult,OMH/OASAS Certified Community Behavioral Health Clinics,9693,118,842,173514
2018,2,Central NY,Cayuga,Adult,Partial Hospitalization,9693,0,0,0
2018,2,Central NY,Cayuga,Adult,Personalized Recovery Oriented Services,9693,113,511,270564
2018,2,Central NY,Cayuga,Adult,Psych Inpatient 28,9693,246,2426,1451652
2018,2,Central NY,Cayuga,Adult,Psych Inpatient 31,9693,0,0,0
2018,2,Central NY,Cayuga,Child,Community Residence,6823,0,0,0
2018,2,Central NY,Cayuga,Child,"Comprehensive Psychiatric Emergency Program
 EOB",6823,0,0,0
2018,2,Central NY,Cayuga,Child,"Comprehensive Psychiatric Emergency Program
Non-EOB",6823,0,0,0
2018,2,Central NY,Cayuga,Child,Home and Community Based Services Waiver (HCBS),6823,27,189,325054
2018,2,Central NY,Cayuga,Child,MH Emergency,6823,149,221,48425
2018,2,Central NY,Cayuga,Child,OMH Children's Day Treatment,6823,28,3191,324591
2018,2,Central NY,Cayuga,Child,OMH Licensed Clinic Treatment,6823,818,8685,1273560
2018,2,Central NY,Cayuga,Child,OMH/OASAS Certified Community Behavioral Health Clinics,6823,0,0,0
2018,2,Central NY,Cayuga,Child,Partial Hospitalization,6823,0,0,0
2018,2,Central NY,Cayuga,Child,Psych Inpatient 28,6823,34,286,211962
2018,2,Central NY,Cayuga,Child,Psych Inpatient 31,6823,0,0,0
